pedestrianId simTime endTime-PID1 startX-PID1 startY-PID1 endX-PID1 endY-PID1 targetId-PID2
1 0.0 0.9404258599031359 21.701 0.7010000000000001 21.701000000000004 1.2961067064607024 98
2 0.0 0.9656227364777933 20.201 0.7010000000000001 20.201000000000004 1.2894751421937376 99
3 0.4 1.0272376604999423 22.103 0.7010000000000001 22.31718606741103 1.1726986690745331 98
4 0.4 1.1515231380772302 20.603 0.7010000000000001 20.96945082683356 1.261883657734988 99
1 0.9404258599031359 1.8808517198062717 21.701000000000004 1.2961067064607024 21.701 1.8912134129214049 98
2 0.9656227364777933 1.9312454729555866 20.201000000000004 1.2894751421937376 20.40132263508676 1.7949045988961774 99
3 1.0272376604999423 1.6544753209998846 22.31718606741103 1.1726986690745331 22.317186067411026 1.8757937633307789 98
4 1.1515231380772302 1.9030462761544602 20.96945082683356 1.261883657734988 20.96945082683356 1.9318662590024973 99
3 1.6544753209998846 2.281712981499827 22.317186067411026 1.8757937633307789 22.31718606741103 2.578888857587024 98
1 1.8808517198062717 2.821277579709408 21.701 1.8912134129214049 21.701000000000004 2.486320119382107 98
4 1.9030462761544602 2.6545694142316902 20.96945082683356 1.9318662590024973 20.96945082683356 2.6018488602700063 99
2 1.9312454729555866 2.89686820943338 20.40132263508676 1.7949045988961774 20.401322635086757 2.383379741089915 99
3 2.281712981499827 2.9089506419997693 22.31718606741103 2.578888857587024 22.317186067411026 3.2819839518432703 98
4 2.6545694142316902 3.4060925523089205 20.96945082683356 2.6018488602700063 20.96945082683356 3.271831461537516 99
1 2.821277579709408 3.7617034396125435 21.701000000000004 2.486320119382107 21.701 3.0814268258428084 98
2 2.89686820943338 3.862490945911173 20.401322635086757 2.383379741089915 20.40132263508676 2.971854883283653 99
3 2.9089506419997693 3.5361883024997116 22.317186067411026 3.2819839518432703 22.31718606741103 3.9850790460995156 98
4 3.4060925523089205 4.157615690386151 20.96945082683356 3.271831461537516 21.12064132502693 3.924532096788639 99
3 3.5361883024997116 4.1634259629996535 22.31718606741103 3.9850790460995156 22.317186067411026 4.688174140355762 98
1 3.7617034396125435 4.702129299515679 21.701 3.0814268258428084 21.701000000000004 3.6765335323035107 98
2 3.862490945911173 4.828113682388967 20.40132263508676 2.971854883283653 20.557823876414904 3.5391381938461 99
4 4.157615690386151 4.909138828463381 21.12064132502693 3.924532096788639 21.39846950698416 4.534194451958712 99
3 4.1634259629996535 4.790663623499595 22.317186067411026 4.688174140355762 22.31718606741103 5.3912692346120075 98
1 4.702129299515679 5.642555159418815 21.701000000000004 3.6765335323035107 21.931806994598258 4.175548326538188 98
3 4.790663623499595 5.417901283999537 22.31718606741103 5.3912692346120075 22.317186067411026 6.094364328868252 98
2 4.828113682388967 5.79373641886676 20.557823876414904 3.5391381938461 20.773734951020955 4.038107633484527 99
4 4.909138828463381 5.660661966540611 21.39846950698416 4.534194451958712 21.49843319918828 5.145052436710893 99
3 5.417901283999537 6.045138944499479 22.317186067411026 6.094364328868252 22.31718606741103 6.797459423124497 98
1 5.642555159418815 6.5829810193219505 21.931806994598258 4.175548326538188 21.931806994598254 4.77065503299889 98
4 5.660661966540611 6.4121851046178415 21.49843319918828 5.145052436710893 22.002513077176 5.586391493003288 99
2 5.79373641886676 6.759359155344553 20.773734951020955 4.038107633484527 21.013513010869012 4.57551760268443 99
3 6.045138944499479 6.672376604999421 22.31718606741103 6.797459423124497 22.317186067411026 7.500554517380742 300
4 6.4121851046178415 7.163708242695072 22.002513077176 5.586391493003288 22.26374104493044 6.196773541246077 99
1 6.5829810193219505 7.523406879225086 21.931806994598254 4.77065503299889 21.931806994598258 5.365761739459594 98
3 6.672376604999421 7.299614265499363 22.317186067411026 7.500554517380742 22.31718606741103 8.203649611636987 300
2 6.759359155344553 7.724981891822346 21.013513010869012 4.57551760268443 21.106367545406464 5.111209799049525 99
5 6.800000000000002 8.48221571120456 20.201 0.7010000000000001 20.424131112533715 1.202558788233877 99
4 7.163708242695072 7.915231380772302 22.26374104493044 6.196773541246077 22.421430647059946 6.795333652408536 99
3 7.299614265499363 7.926851925999305 22.31718606741103 8.203649611636987 22.317186067411026 8.90674470589323 300
1 7.523406879225086 8.463832739128222 21.931806994598258 5.365761739459594 21.931806994598254 5.960868445920296 98
2 7.724981891822346 8.69060462830014 21.106367545406464 5.111209799049525 21.20476186067792 5.645912195297088 99
4 7.915231380772302 8.666754518849531 22.421430647059946 6.795333652408536 23.091413248327452 6.795333652408536 101
3 7.926851925999305 8.554089586499247 22.317186067411026 8.90674470589323 22.31718606741103 9.609839800149476 300
